symbol,name,ann_date,period,period_end,holders,holders_prev,holders_chg_pct,avg_hold_value
000400,许继电气,2022-04-26,20211231,2021-12-31,93951,93000,1.022580645161,280117.750368809
000061,农产品,2022-04-26,20211231,2021-12-31,61732,61667,0.10540483565,175656.074598101
920981,晶赛科技,2022-04-25,20211231,2021-12-31,11702,61,19083.6065573771,201079.268501111
920978,开特股份,2022-04-25,20211231,2021-12-31,1439,204,605.392156862745,
920971,天马新材,2022-04-25,20211231,2021-12-31,82,76,7.894736842105,
920926,鸿智科技,2022-04-25,20211231,2021-12-31,4,4,0.0,
920924,广脉科技,2022-04-25,20211231,2021-12-31,9790,123,7859.34959349593,103940.75587334
920608,丰安股份,2022-04-25,20211231,2021-12-31,103,88,17.045454545455,
920566,梓橦宫,2022-04-25,20211231,2021-12-31,9592,10695,-10.313230481533,141106.294182652
920357,雅葆轩,2022-04-25,20211231,2021-12-31,14,5,180.0,
920237,力佳科技,2022-04-25,20211231,2021-12-31,89,63,41.269841269841,
920208,青矩技术,2022-04-25,20211231,2021-12-31,104,104,0.0,
920195,三祥科技,2022-04-25,20211231,2021-12-31,323,317,1.892744479495,
920184,国源科技,2022-04-25,20211231,2021-12-31,28127,30164,-6.753083145471,42904.8885412593
920174,五新智能,2022-04-25,20211231,2021-12-31,6234,6388,-2.410770194114,325440.568450433
920130,立方控股,2022-04-25,20211231,2021-12-31,220,79,178.481012658228,
920099,瑞华技术,2022-04-25,20211231,2021-12-31,61,57,7.017543859649,
688793,倍轻松,2022-04-25,20211231,2021-12-31,3635,3422,6.224430157802,1772044.01650619
688716,中研股份,2022-04-25,20211231,2021-12-31,68,43,58.139534883721,
688656,浩欧博,2022-04-25,20211231,2021-12-31,3231,3939,-17.974105102818,1229549.57103064
688246,嘉和美康,2022-04-25,20211231,2021-12-31,15057,29017,-48.109728779681,334781.26274291
688102,斯瑞新材,2022-04-25,20211231,2021-12-31,86,86,0.0,
688049,炬芯科技,2022-04-25,20211231,2021-12-31,13313,23280,-42.813573883162,559094.118530759
603685,晨丰科技,2022-04-25,20211231,2021-12-31,11563,12667,-8.715560116839,182987.114070743
603311,金海高科,2022-04-25,20211231,2021-12-31,18466,15680,17.767857142857,162623.19939348
603216,梦天家居,2022-04-25,20211231,2021-12-31,38304,63240,-39.430740037951,146151.691729323
603085,天成自控,2022-04-25,20211231,2021-12-31,19859,18100,9.718232044199,148395.913925172
603015,弘讯科技,2022-04-25,20211231,2021-12-31,23754,23893,-0.581760348219,131540.492969605
600872,中炬高新,2022-04-25,20211231,2021-12-31,91321,106650,-14.373183309892,331230.650739479
600759,ST洲际,2022-04-25,20211231,2021-12-31,124419,125049,-0.503802509416,51485.1130128035
600645,中源协和,2022-04-25,20211231,2021-12-31,37294,38203,-2.379394288407,316700.541202338
600383,金地集团,2022-04-25,20211231,2021-12-31,48572,55534,-12.53646414809,1205512.41309479
301193,家联科技,2022-04-25,20211231,2021-12-31,26174,33312,-21.427713736792,146022.77068847
301166,优宁维,2022-04-25,20211231,2021-12-31,28817,25796,11.711118002791,309770.857618767
301130,西点药业,2022-04-25,20211231,2021-12-31,18,18,0.0,
301126,达嘉维康,2022-04-25,20211231,2021-12-31,33493,56063,-40.258280862601,139898.317051324
301111,粤万年青,2022-04-25,20211231,2021-12-31,34584,42310,-18.260458520444,223224.61253759
301110,青木科技,2022-04-25,20211231,2021-12-31,12,12,0.0,
301101,明月镜片,2022-04-25,20211231,2021-12-31,29043,36073,-19.48825991739,251540.313741693
301099,雅创电子,2022-04-25,20211231,2021-12-31,11934,14114,-15.445656794672,619071.560248031
301093,华兰股份,2022-04-25,20211231,2021-12-31,37547,37474,0.194801729199,187221.349705702
301086,鸿富瀚,2022-04-25,20211231,2021-12-31,18698,29995,-37.662943823971,268103.540485613
301077,星华新材,2022-04-25,20211231,2021-12-31,15461,16770,-7.805605247466,227216.868249143
301058,中粮科工,2022-04-25,20211231,2021-12-31,30822,40805,-24.465139076094,325427.607458958
301050,雷电微力,2022-04-25,20211231,2021-12-31,14927,15428,-3.247342494166,1581081.79808401
301031,中熔电气,2022-04-25,20211231,2021-12-31,7917,7664,3.30114822547,1273477.60455223
301026,浩通科技,2022-04-25,20211231,2021-12-31,19973,20321,-1.712514147926,362646.241222651
301024,霍普股份,2022-04-25,20211231,2021-12-31,8854,9420,-6.008492569002,232728.473006551
301019,宁波色母,2022-04-25,20211231,2021-12-31,12539,11856,5.760796221323,264008.294122338
301018,申菱环境,2022-04-25,20211231,2021-12-31,22326,23148,-3.551062726801,284666.523336021
301006,迈拓股份,2022-04-25,20211231,2021-12-31,11102,11490,-3.376849434291,302220.789047019
301001,凯淳股份,2022-04-25,20211231,2021-12-31,12283,13235,-7.193048734416,210567.450948465
300998,宁波方正,2022-04-25,20211231,2021-12-31,12474,13775,-9.444646098004,284296.296296296
300992,泰福泵业,2022-04-25,20211231,2021-12-31,10911,18472,-40.932221741013,205966.455870223
300990,同飞股份,2022-04-25,20211231,2021-12-31,5731,10770,-46.787372330548,1159225.26609667
300982,苏文电能,2022-04-25,20211231,2021-12-31,8139,14181,-42.606304209858,1268708.84242905
300975,商络电子,2022-04-25,20211231,2021-12-31,15686,20638,-23.99457311755,466696.417187301
300973,立高食品,2022-04-25,20211231,2021-12-31,6807,11291,-39.713045788681,3285798.03143823
300947,德必集团,2022-04-25,20211231,2021-12-31,10820,11220,-3.565062388592,245445.96435305
300941,创识科技,2022-04-25,20211231,2021-12-31,19793,20067,-1.365425823491,352197.999292679
300932,三友联众,2022-04-25,20211231,2021-12-31,11732,11872,-1.179245283019,407985.377199114
300931,通用电梯,2022-04-25,20211231,2021-12-31,17302,19599,-11.719985713557,161281.731591724
300913,兆龙互连,2022-04-25,20211231,2021-12-31,12373,13017,-4.947376507644,270979.148145155
300902,国安达,2022-04-25,20211231,2021-12-31,8315,13319,-37.57038816728,634282.116656645
300895,铜牛信息,2022-04-25,20211231,2021-12-31,20034,22873,-12.412014165173,236573.477657981
300837,浙矿股份,2022-04-25,20211231,2021-12-31,7044,7993,-11.872888777681,720897.217490063
300816,艾可蓝,2022-04-25,20211231,2021-12-31,8638,7215,19.7227997228,479246.344639963
300812,易天股份,2022-04-25,20211231,2021-12-31,14029,12533,11.936487672545,215014.943829211
300806,斯迪克,2022-04-25,20211231,2021-12-31,8640,7109,21.536081024054,1296944.32337963
300789,唐源电气,2022-04-25,20211231,2021-12-31,7338,8483,-13.497583402098,289770.33749523
300780,德恩精工,2022-04-25,20211231,2021-12-31,13900,15081,-7.831045686626,165979.791366907
300762,上海瀚讯,2022-04-25,20211231,2021-12-31,26186,21865,19.762176995198,410420.381981211
300758,七彩化学,2022-04-25,20211231,2021-12-31,18296,15446,18.451378997799,321826.256258199
300738,奥飞数据,2022-04-25,20211231,2021-12-31,25216,26209,-3.788774848335,343564.944709708
300735,光弘科技,2022-04-25,20211231,2021-12-31,38491,34462,11.691138065115,303279.73496142
300670,大烨智能,2022-04-25,20211231,2021-12-31,22960,25985,-11.641331537425,134028.652050958
300668,杰恩股份,2022-04-25,20211231,2021-12-31,6081,6017,1.063652983214,353957.76372965
300645,正元智慧,2022-04-25,20211231,2021-12-31,15797,16996,-7.054601082608,183835.661597139
300643,万通智控,2022-04-25,20211231,2021-12-31,16837,17302,-2.687550572188,176355.645304983
300637,扬帆新材,2022-04-25,20211231,2021-12-31,14901,15348,-2.912431587177,130915.615079525
300632,光莆股份,2022-04-25,20211231,2021-12-31,18792,19452,-3.392967304133,242432.951111111
300587,天铁科技,2022-04-25,20211231,2021-12-31,12862,12482,3.044383912834,975399.026327165
300561,汇金科技,2022-04-25,20211231,2021-12-31,20065,18686,7.379856577117,184780.469349614
300554,三超新材,2022-04-25,20211231,2021-12-31,12100,12811,-5.549918039185,127577.224944628
300486,东杰智能,2022-04-25,20211231,2021-12-31,11458,11402,0.491141904929,405870.773140164
300482,万孚生物,2022-04-25,20211231,2021-12-31,37814,28786,31.362467866324,463379.245643941
300460,ST惠伦,2022-04-25,20211231,2021-12-31,35349,30109,17.403434189113,157462.299002801
300450,先导智能,2022-04-25,20211231,2021-12-31,47024,57513,-18.237615843375,2473191.75793191
300430,*ST益通,2022-04-25,20211231,2021-12-31,15512,13597,14.083989115246,254750.821949459
300428,立中集团,2022-04-25,20211231,2021-12-31,14691,20639,-28.819225737681,1104483.57358247
300425,中建环能,2022-04-25,20211231,2021-12-31,22153,21980,0.787079162875,168980.574840428
300413,芒果超媒,2022-04-25,20211231,2021-12-31,42998,35398,21.470139555907,2489479.62775711
300408,三环集团,2022-04-25,20211231,2021-12-31,25241,32280,-21.806071871128,3386386.54358385
300382,斯莱克,2022-04-25,20211231,2021-12-31,15926,10396,53.193535975375,839632.425246766
300364,中文在线,2022-04-25,20211231,2021-12-31,81834,35982,127.430381857595,131800.833972432
300329,海伦钢琴,2022-04-25,20211231,2021-12-31,30043,33196,-9.498132305097,81734.5156542289
300308,中际旭创,2022-04-25,20211231,2021-12-31,26523,31945,-16.972922210049,1282060.54905177
300248,新开普,2022-04-25,20211231,2021-12-31,47003,33084,42.071696288236,154758.601033977
300247,融捷健康,2022-04-25,20211231,2021-12-31,52131,39659,31.44809500996,71256.3780871267
300221,银禧科技,2022-04-25,20211231,2021-12-31,51908,56264,-7.742073084032,67245.9767964476
300197,节能铁汉,2022-04-25,20211231,2021-12-31,49650,45206,9.830553466354,164880.726994965
300172,中电环保,2022-04-25,20211231,2021-12-31,42557,49697,-14.367064410327,86979.9022487488
300163,先锋新材,2022-04-25,20211231,2021-12-31,28028,28169,-0.500550250275,66462.8228913943
300111,向日葵,2022-04-25,20211231,2021-12-31,93014,92343,0.726638727353,37923.0008385834
300081,ST恒信,2022-04-25,20211231,2021-12-31,61621,19833,210.699339484697,182497.588884147
300076,*ST宁视,2022-04-25,20211231,2021-12-31,29313,30292,-3.231876403011,85485.6207143588
300040,九洲集团,2022-04-25,20211231,2021-12-31,52186,49618,5.175541134266,104610.949148814
300030,阳普医疗,2022-04-25,20211231,2021-12-31,35689,36000,-0.863888888889,92264.9809395052
300012,华测检测,2022-04-25,20211231,2021-12-31,41561,48808,-14.847975741682,1081684.27877529
002917,金奥博,2022-04-25,20211231,2021-12-31,13800,15070,-8.427339084273,216878.573913043
002915,中欣氟材,2022-04-25,20211231,2021-12-31,12820,13275,-3.427495291902,521664.766670047
002892,科力尔,2022-04-25,20211231,2021-12-31,10728,10884,-1.433296582139,681656.799496645
002716,湖南白银,2022-04-25,20211231,2021-12-31,63247,64679,-2.214010729912,112189.319216406
002627,三峡旅游,2022-04-25,20211231,2021-12-31,12769,11804,8.175194849204,307537.628822931
001296,长江材料,2022-04-25,20211231,2021-12-31,38026,49530,-23.226327478296,128143.402535108
001288,运机集团,2022-04-25,20211231,2021-12-31,22546,84866,-73.433412674098,126390.490552648
001234,泰慕士,2022-04-25,20211231,2021-12-31,60058,6,1000866.66666667,
000899,赣能股份,2022-04-25,20211231,2021-12-31,43808,39615,10.584374605579,132071.06274653
000430,张家界,2022-04-25,20211231,2021-12-31,25702,25767,-0.252260643459,89619.9763963894
688618,三旺通信,2022-04-23,20211231,2021-12-31,3668,4019,-8.73351579995,611481.871060524
688396,华润微,2022-04-23,20211231,2021-12-31,76672,63956,19.882419163175,1112243.50767686
688335,复洁科技,2022-04-23,20211231,2021-12-31,4613,4806,-4.015813566375,520368.93882506
688313,仕佳光子,2022-04-23,20211231,2021-12-31,12378,11481,7.812908283251,477780.0943545
688311,盟升电子,2022-04-23,20211231,2021-12-31,8633,8593,0.465495170488,1000988.20803892
688228,开普云,2022-04-23,20211231,2021-12-31,6119,6149,-0.487884208814,401111.058408237
688223,晶科能源,2022-04-23,20211231,2021-12-31,16,16,0.0,
688110,东芯股份,2022-04-23,20211231,2021-12-31,32582,56739,-42.575653430621,613247.930343134
688109,品茗科技,2022-04-23,20211231,2021-12-31,4048,4411,-8.229426433915,688003.033596838
688089,ST嘉必优,2022-04-23,20211231,2021-12-31,4417,4879,-9.469153515065,1669187.23115237
688023,安恒信息,2022-04-23,20211231,2021-12-31,6161,4048,52.198616600791,3194979.30125629
688017,绿的谐波,2022-04-23,20211231,2021-12-31,5726,5794,-1.173627890922,3670963.87565491
605399,晨光新材,2022-04-23,20211231,2021-12-31,22044,25722,-14.299043620247,332916.21756487
605179,一鸣食品,2022-04-23,20211231,2021-12-31,22367,22394,-0.120568009288,271612.196539545
605122,四方新材,2022-04-23,20211231,2021-12-31,20187,19752,2.202308626974,193382.776043989
603833,欧派家居,2022-04-23,20211231,2021-12-31,9408,11911,-21.014188565192,9550373.33439626
603829,洛凯股份,2022-04-23,20211231,2021-12-31,7883,8579,-8.112833663597,246200.685018394
603799,华友钴业,2022-04-23,20211231,2021-12-31,143408,134284,6.794554824104,939373.772451537
603779,威龙股份,2022-04-23,20211231,2021-12-31,23699,17944,32.072001783326,114290.818750158
603703,盛洋科技,2022-04-23,20211231,2021-12-31,17968,15832,13.491662455786,385892.931878896
603590,康辰药业,2022-04-23,20211231,2021-12-31,16743,15901,5.295264448777,310481.992474467
603569,长久物流,2022-04-23,20211231,2021-12-31,15007,13287,12.94498381877,269928.415488106
603568,伟明环保,2022-04-23,20211231,2021-12-31,19647,23165,-15.18670407943,2423138.25942892
603533,掌阅科技,2022-04-23,20211231,2021-12-31,40609,45511,-10.771022390191,275708.790190598
603486,科沃斯,2022-04-23,20211231,2021-12-31,25052,21180,18.281397544854,3446710.99837338
603416,信捷电气,2022-04-23,20211231,2021-12-31,12037,10452,15.164561806353,555957.597407992
603266,天龙股份,2022-04-23,20211231,2021-12-31,13040,11826,10.265516658211,205012.100613497
603221,爱丽家居,2022-04-23,20211231,2021-12-31,15312,15370,-0.377358490566,145924.764890282
603156,养元饮品,2022-04-23,20211231,2021-12-31,26014,20682,25.780872256068,1382050.94087799
603100,川仪股份,2022-04-23,20211231,2021-12-31,18079,16546,9.265079173214,462315.393550528
603050,科林电气,2022-04-23,20211231,2021-12-31,24043,20668,16.329591639249,121439.995008942
603042,华脉科技,2022-04-23,20211231,2021-12-31,15084,15311,-1.482594213311,139467.442588173
603023,威帝股份,2022-04-23,20211231,2021-12-31,27046,17363,55.768012440247,100170.992743474
601965,中国汽研,2022-04-23,20211231,2021-12-31,18046,22867,-21.08278304981,1020151.97549429
601928,凤凰传媒,2022-04-23,20211231,2021-12-31,45786,45924,-0.300496472433,449662.36404141
601918,新集能源,2022-04-23,20211231,2021-12-31,154017,134966,14.115406843205,76362.0884188109
601888,中国中免,2022-04-23,20211231,2021-12-31,162669,142947,13.796721861949,2633523.65299498
601816,京沪高铁,2022-04-23,20211231,2021-12-31,300840,322018,-6.576650994665,788406.863020642
601777,千里科技,2022-04-23,20211231,2021-12-31,53217,45680,16.499562171629,523422.966345341
601699,潞安环能,2022-04-23,20211231,2021-12-31,70975,71372,-0.55624054251,476686.693230011
601399,国机重装,2022-04-23,20211231,2021-12-31,61711,56906,8.443749341019,465227.292910502
601168,西部矿业,2022-04-23,20211231,2021-12-31,191458,187545,2.086432589512,169398.14476282
600997,开滦股份,2022-04-23,20211231,2021-12-31,63346,53778,17.791662017926,178466.437330218
600990,四创电子,2022-04-23,20211231,2021-12-31,14041,14877,-5.619412515964,636784.460415925
600960,渤海汽车,2022-04-23,20211231,2021-12-31,40661,43834,-7.238673176073,93272.5933159539
600903,贵州燃气,2022-04-23,20211231,2021-12-31,62965,57589,9.335116081196,174980.243966648
600865,百大集团,2022-04-23,20211231,2021-12-31,17671,19745,-10.503925044315,198222.926940185
600859,王府井,2022-04-23,20211231,2021-12-31,97467,77640,25.537094281298,313816.15497553
600779,水井坊,2022-04-23,20211231,2021-12-31,85398,60692,40.707177222698,686192.440859505
600773,西藏城投,2022-04-23,20211231,2021-12-31,80364,79582,0.98263426403,288233.694507989
600716,凤凰股份,2022-04-23,20211231,2021-12-31,26283,26793,-1.903482252827,144951.740718335
600666,奥瑞德,2022-04-23,20211231,2021-12-31,41127,41553,-1.025196736698,49836.7209084057
600662,外服控股,2022-04-23,20211231,2021-12-31,57589,57111,0.836966608884,281391.947455243
600594,益佰制药,2022-04-23,20211231,2021-12-31,58323,53153,9.726638195398,110391.608147729
600593,大连圣亚,2022-04-23,20211231,2021-12-31,5134,5572,-7.860732232592,307072.847682119
600592,龙溪股份,2022-04-23,20211231,2021-12-31,20112,18387,9.38162832436,205617.51490901
600516,方大炭素,2022-04-23,20211231,2021-12-31,269551,253441,6.356509009987,152774.797280515
600397,江钨装备,2022-04-23,20211231,2021-12-31,59681,62682,-4.787658338917,47772.0624681222
600392,盛和资源,2022-04-23,20211231,2021-12-31,197499,192167,2.774669948534,174362.289705467
600365,ST通葡,2022-04-23,20211231,2021-12-31,21738,24853,-12.533698145093,74891.8943785077
600336,澳柯玛,2022-04-23,20211231,2021-12-31,48495,56335,-13.916748025206,117529.63688339
600276,恒瑞医药,2022-04-23,20211231,2021-12-31,741588,719246,3.106308550899,437361.127956413
600227,赤天化,2022-04-23,20211231,2021-12-31,67022,62869,6.605799360575,95744.3618780401
600217,中再资环,2022-04-23,20211231,2021-12-31,38807,41237,-5.892766205107,270882.947657381
600172,黄河旋风,2022-04-23,20211231,2021-12-31,89197,93370,-4.469315626004,164272.276827248
600149,廊坊发展,2022-04-23,20211231,2021-12-31,30489,30043,1.48453882768,63964.734822395
600114,东睦股份,2022-04-23,20211231,2021-12-31,31508,38153,-17.416716902996,229862.443022407
600072,中船科技,2022-04-23,20211231,2021-12-31,92928,92928,0.0,116069.008113271
600055,万东医疗,2022-04-23,20211231,2021-12-31,29810,36596,-18.543010165045,431963.559147601
600031,三一重工,2022-04-23,20211231,2021-12-31,1138775,1150286,-1.000707650097,170034.469137802
600025,华能水电,2022-04-23,20211231,2021-12-31,99790,87639,13.864831867091,1188696.26215052
301088,戎美股份,2022-04-23,20211231,2021-12-31,48378,47297,2.285557223503,122063.747984621
301021,英诺激光,2022-04-23,20211231,2021-12-31,22478,25338,-11.287394427342,282066.05918765
301010,晶雪节能,2022-04-23,20211231,2021-12-31,12162,17499,-30.498885650609,212945.239269857
301009,可靠股份,2022-04-23,20211231,2021-12-31,18078,24078,-24.919013207077,277454.198473282
300994,久祺股份,2022-04-23,20211231,2021-12-31,13064,15355,-14.920221426246,708030.373545622
300971,博亚精工,2022-04-23,20211231,2021-12-31,9188,9143,0.49217980969,365237.265999129
300951,博硕科技,2022-04-23,20211231,2021-12-31,15710,16082,-2.313145131203,458052.196053469
300950,德固特,2022-04-23,20211231,2021-12-31,14174,16120,-12.071960297767,294553.407647806
300887,谱尼测试,2022-04-23,20211231,2021-12-31,9050,9232,-1.971403812825,1025004.70596685
300861,美畅股份,2022-04-23,20211231,2021-12-31,10533,8637,21.952066689823,2953458.43539352
300860,锋尚文化,2022-04-23,20211231,2021-12-31,19769,18733,5.53034751508,588514.152161465
300856,科思股份,2022-04-23,20211231,2021-12-31,13378,13000,2.907692307692,533011.631036029
300849,锦盛新材,2022-04-23,20211231,2021-12-31,10827,11422,-5.209245316057,169853.144915489
300836,佰奥智能,2022-04-23,20211231,2021-12-31,7622,7819,-2.519503772861,227150.165048544
300825,阿尔特,2022-04-23,20211231,2021-12-31,18730,17408,7.594209558824,496126.148463428
300805,电声股份,2022-04-23,20211231,2021-12-31,19638,13598,44.418296808354,300860.107953967
300783,三只松鼠,2022-04-23,20211231,2021-12-31,35625,32979,8.023287546621,438651.789473684
300775,三角防务,2022-04-23,20211231,2021-12-31,23603,25395,-7.056507186454,1026397.37875736
300761,立华股份,2022-04-23,20211231,2021-12-31,11611,17600,-34.028409090909,1315192.73103092
300701,森霸传感,2022-04-23,20211231,2021-12-31,16414,16232,1.121241991129,198160.107225539
300698,万马科技,2022-04-23,20211231,2021-12-31,9248,8941,3.433620400403,394407.439446367
300689,澄天伟业,2022-04-23,20211231,2021-12-31,10167,10257,-0.877449546651,231381.9219042
300683,海特生物,2022-04-23,20211231,2021-12-31,11529,10036,14.876444798725,630802.67737011
300676,华大基因,2022-04-23,20211231,2021-12-31,76675,72371,5.947133520333,473970.364982067
300669,沪宁股份,2022-04-23,20211231,2021-12-31,8762,9152,-4.261363636364,271104.404244465
300661,圣邦股份,2022-04-23,20211231,2021-12-31,14529,14764,-1.591709563804,5024903.53314062
300642,透景生命,2022-04-23,20211231,2021-12-31,16167,15103,7.044957955373,321482.046619039
300636,同和药业,2022-04-23,20211231,2021-12-31,8315,10168,-18.22383949646,652758.944264582
300628,亿联网络,2022-04-23,20211231,2021-12-31,13790,13435,2.642352065501,5329460.79365482
300624,万兴科技,2022-04-23,20211231,2021-12-31,23828,26300,-9.399239543726,300570.229103156
300621,维业股份,2022-04-23,20211231,2021-12-31,11605,11997,-3.267483537551,163684.418009479
300610,晨化股份,2022-04-23,20211231,2021-12-31,19640,20900,-6.028708133971,218188.08604888
300604,长川科技,2022-04-23,20211231,2021-12-31,21651,33301,-34.983934416384,1604955.97709113
300593,新雷能,2022-04-23,20211231,2021-12-31,13439,14555,-7.667468223978,1076291.48497358
300564,筑博设计,2022-04-23,20211231,2021-12-31,11239,11000,2.172727272727,201024.423881128
300549,优德精密,2022-04-23,20211231,2021-12-31,14708,15320,-3.994778067885,155660.035354909
300523,辰安科技,2022-04-23,20211231,2021-12-31,11677,12040,-3.014950166113,440292.1811938
300512,中亚股份,2022-04-23,20211231,2021-12-31,11442,11212,2.051373528362,381550.288411117
300487,蓝晓科技,2022-04-23,20211231,2021-12-31,15931,22537,-29.311798376004,1356845.02682506
300452,山河药辅,2022-04-23,20211231,2021-12-31,21886,14820,47.678812415655,180582.510874532
300441,鲍斯股份,2022-04-23,20211231,2021-12-31,24198,22860,5.853018372703,306623.349174312
300439,美康生物,2022-04-23,20211231,2021-12-31,18579,16875,10.097777777778,439298.458348135
300433,蓝思科技,2022-04-23,20211231,2021-12-31,162690,158184,2.848581398877,702505.196103264
300412,迦南科技,2022-04-23,20211231,2021-12-31,31644,19812,59.721380981224,228638.5767798
300405,科隆股份,2022-04-23,20211231,2021-12-31,15641,16232,-3.640956136028,139389.919365769
300400,劲拓股份,2022-04-23,20211231,2021-12-31,14191,16029,-11.466716576206,391695.939539145
300381,溢多利,2022-04-23,20211231,2021-12-31,22296,24145,-7.657900186374,260903.258024758
300376,易事特,2022-04-23,20211231,2021-12-31,138401,134119,3.192687091314,168532.052216386
300360,炬华科技,2022-04-23,20211231,2021-12-31,23413,20576,13.787908242613,265841.076958954
300359,全通教育,2022-04-23,20211231,2021-12-31,40120,40905,-1.919080796969,94449.3335882353
300355,蒙草生态,2022-04-23,20211231,2021-12-31,65781,64441,2.079421486321,131693.152086469
300328,宜安科技,2022-04-23,20211231,2021-12-31,28928,29405,-1.622173099813,187355.685149336
300321,同大股份,2022-04-23,20211231,2021-12-31,6050,5977,1.221348502593,297516.694214876
300303,聚飞光电,2022-04-23,20211231,2021-12-31,101009,106208,-4.895111479361,80282.3090421646
300292,吴通控股,2022-04-23,20211231,2021-12-31,69349,65939,5.171446336766,77198.5500333098
300278,华昌达,2022-04-23,20211231,2021-12-31,22009,21324,3.212342900019,258362.111038212
300253,卫宁健康,2022-04-23,20211231,2021-12-31,62422,64763,-3.6147182805,576304.433383743
300193,佳士科技,2022-04-23,20211231,2021-12-31,18950,15647,21.10947785518,324919.480092348
300191,潜能恒信,2022-04-23,20211231,2021-12-31,19883,20429,-2.672671202702,414585.324146256
300187,永清环保,2022-04-23,20211231,2021-12-31,30042,30500,-1.501639344262,162401.512850343
300183,东软载波,2022-04-23,20211231,2021-12-31,33442,40990,-18.414247377409,252178.834026374
300177,中海达,2022-04-23,20211231,2021-12-31,53671,55349,-3.031671755587,131166.539925844
300173,ST福能,2022-04-23,20211231,2021-12-31,38484,38237,0.645971179747,125432.591099158
300147,*ST香雪,2022-04-23,20211231,2021-12-31,55110,49199,12.014471838859,96846.0675095264
300144,宋城演艺,2022-04-23,20211231,2021-12-31,73532,74916,-1.847402424048,509198.969874341
300140,节能环境,2022-04-23,20211231,2021-12-31,25951,28115,-7.696958918727,121500.562743632
300118,东方日升,2022-04-23,20211231,2021-12-31,58890,66338,-11.227350839639,496980.086335031
300107,建新股份,2022-04-23,20211231,2021-12-31,29335,33009,-11.13029779757,116045.020949719
300095,华伍股份,2022-04-23,20211231,2021-12-31,19463,25484,-23.62658923246,407506.668875302
300088,长信科技,2022-04-23,20211231,2021-12-31,111304,119919,-7.184015877384,292899.630998347
300084,海默科技,2022-04-23,20211231,2021-12-31,31188,38430,-18.844652615144,71431.1152693344
300062,中能电气,2022-04-23,20211231,2021-12-31,35368,41352,-14.470884116851,98057.0006785795
300041,回天新材,2022-04-23,20211231,2021-12-31,23272,30926,-24.74940179784,343273.927608285
300031,宝通科技,2022-04-23,20211231,2021-12-31,46029,30797,49.45936292496,246438.665022051
300022,吉峰科技,2022-04-23,20211231,2021-12-31,35805,29076,23.142798184069,54266.9555034213
300017,网宿科技,2022-04-23,20211231,2021-12-31,130021,133090,-2.305958374033,125907.579458395
003010,若羽臣,2022-04-23,20211231,2021-12-31,14914,12667,17.73900686824,182378.397747083
002956,西麦食品,2022-04-23,20211231,2021-12-31,22402,21951,2.054576101317,184334.50268726
002931,锋龙股份,2022-04-23,20211231,2021-12-31,10507,10175,3.262899262899,267049.074803464
002925,盈趣科技,2022-04-23,20211231,2021-12-31,24270,20777,16.811859267459,1096813.25326947
002918,蒙娜丽莎,2022-04-23,20211231,2021-12-31,17554,23019,-23.741257222295,676760.07939501
002885,京泉华,2022-04-23,20211231,2021-12-31,21059,19694,6.931044988321,222916.567738259
002840,华统股份,2022-04-23,20211231,2021-12-31,12432,15006,-17.153138744502,634157.046486487
002820,桂发祥,2022-04-23,20211231,2021-12-31,18576,17586,5.629477993859,112454.780361757
002757,南兴股份,2022-04-23,20211231,2021-12-31,17463,16427,6.30669020515,258014.240007444
002712,思美传媒,2022-04-23,20211231,2021-12-31,19192,17490,9.731275014294,152629.248620258
002701,奥瑞金,2022-04-23,20211231,2021-12-31,52056,46384,12.228354605036,329137.161057323
002657,中科金财,2022-04-23,20211231,2021-12-31,49257,47495,3.709864196231,86421.0571179731
002638,勤上股份,2022-04-23,20211231,2021-12-31,35656,34959,1.993764123688,94198.1548625757
002613,北玻股份,2022-04-23,20211231,2021-12-31,42006,42318,-0.737274918474,82102.2139694329
002612,朗姿股份,2022-04-23,20211231,2021-12-31,100696,87680,14.844890510949,139329.693744042
002609,捷顺科技,2022-04-23,20211231,2021-12-31,33160,26866,23.427380332018,189354.56799608
002550,千红制药,2022-04-23,20211231,2021-12-31,52082,54164,-3.843881544938,118686.571176222
002521,齐峰新材,2022-04-23,20211231,2021-12-31,30335,31022,-2.21455741087,102084.497344322
002497,雅化集团,2022-04-23,20211231,2021-12-31,168381,173000,-2.669942196532,196176.776614939
002443,金洲管道,2022-04-23,20211231,2021-12-31,37566,40490,-7.221536181773,109605.386871107
002424,ST百灵,2022-04-23,20211231,2021-12-31,91832,76318,20.328100841217,116790.661207422
002394,联发股份,2022-04-23,20211231,2021-12-31,20854,21305,-2.116873973246,129476.274671526
002385,大北农,2022-04-23,20211231,2021-12-31,182437,180000,1.353888888889,238120.81232409
002381,双箭股份,2022-04-23,20211231,2021-12-31,29056,29090,-0.116878652458,114451.538171806
002339,积成电子,2022-04-23,20211231,2021-12-31,45925,42693,7.57032768838,91718.0948067501
002328,新朋股份,2022-04-23,20211231,2021-12-31,38975,39000,-0.064102564103,118810.006414368
002327,富安娜,2022-04-23,20211231,2021-12-31,23133,22428,3.143392188336,306211.044420525
002326,永太科技,2022-04-23,20211231,2021-12-31,106204,81898,29.67838042443,422667.31918713
002322,理工能科,2022-04-23,20211231,2021-12-31,23370,20333,14.936310431319,197266.308194694
